,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
5061,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,26.0,359103.0,7.2
5062,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,26.0,378259.0,6.9
5063,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,21.0,848343.0,2.5
5064,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,28.0,751091.0,3.7
5065,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,24.0,517494.0,4.6
5066,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Male,M,22.0,465532.0,4.7
5067,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Female,F,191.0,3681783.0,5.2
5068,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Male,M,185.0,3677702.0,5
5074,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,16.0,313381.0,Unreliable
5075,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Female,F,75.0,1191135.0,6.3
5076,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Male,M,82.0,1180002.0,6.9
5079,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Female,F,64.0,958173.0,6.7
5080,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Male,M,72.0,955793.0,7.5
5081,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Female,F,39.0,506605.0,7.7
5082,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Male,M,45.0,489026.0,9.2
5083,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Female,F,48.0,832137.0,5.8
5084,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Male,M,58.0,835095.0,6.9
5085,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,13.0,233968.0,Unreliable
5086,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Female,F,82.0,1266927.0,6.5
5087,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Male,M,95.0,1294143.0,7.3
5088,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Female,F,15.0,220928.0,Unreliable
5089,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Male,M,13.0,255068.0,Unreliable
5096,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Female,F,21.0,193479.0,10.9
5097,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Male,M,24.0,193501.0,12.4
5098,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,14.0,352894.0,Unreliable
5099,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,13.0,340576.0,Unreliable
5100,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Female,F,39.0,544073.0,7.2
5101,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Male,M,42.0,564251.0,7.4
5102,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Cruz,6087.0,White,2106-3,Female,F,11.0,122863.0,Unreliable
5103,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Cruz,6087.0,White,2106-3,Male,M,12.0,121253.0,Unreliable
5104,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Female,F,13.0,134540.0,Unreliable
5105,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Male,M,17.0,137499.0,Unreliable
5112,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Female,F,25.0,368571.0,6.8
5113,2014,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Male,M,35.0,363383.0,9.6
5115,2015,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,23.0,273107.0,8.4
5116,2015,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,23.0,251175.0,9.2
5117,2015,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Female,F,20.0,111239.0,18
5118,2015,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Male,M,11.0,100303.0,Unreliable
5119,2015,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Female,F,72.0,438695.0,16.4
5120,2015,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Male,M,69.0,440228.0,15.7
5124,2015,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Female,F,12.0,112442.0,Unreliable
5125,2015,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Female,F,54.0,393717.0,13.7
5126,2015,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Male,M,46.0,384967.0,11.9
5129,2015,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Female,F,72.0,383859.0,18.8
5130,2015,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Male,M,77.0,383063.0,20.1
5131,2015,Influenza and pneumonia (J09-J18),GR113-076,Humboldt,6023.0,White,2106-3,Female,F,10.0,58795.0,Unreliable
5132,2015,Influenza and pneumonia (J09-J18),GR113-076,Imperial,6025.0,White,2106-3,Female,F,25.0,81142.0,30.8
5133,2015,Influenza and pneumonia (J09-J18),GR113-076,Imperial,6025.0,White,2106-3,Male,M,33.0,82073.0,40.2
5134,2015,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Female,F,41.0,361578.0,11.3
5135,2015,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Male,M,41.0,381233.0,10.8
5137,2015,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,229.0,863808.0,26.5
5138,2015,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,243.0,766423.0,31.7
5139,2015,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Female,F,132.0,516597.0,25.6
5140,2015,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Male,M,96.0,465915.0,20.6
5141,2015,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Female,F,752.0,3693376.0,20.4
5142,2015,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Male,M,672.0,3689462.0,18.2
5155,2015,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,51.0,354856.0,14.4
5156,2015,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,49.0,322362.0,15.2
5157,2015,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Female,F,208.0,1191675.0,17.5
5158,2015,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Male,M,212.0,1182468.0,17.9
5161,2015,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Female,F,140.0,968380.0,14.5
5162,2015,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Male,M,127.0,966935.0,13.1
5163,2015,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,11.0,145000.0,Unreliable
5164,2015,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,12.0,134445.0,Unreliable
5165,2015,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Female,F,102.0,510528.0,20
5166,2015,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Male,M,96.0,492882.0,19.5
5167,2015,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,12.0,85221.0,Unreliable
5168,2015,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,Black or African American,2054-5,Male,M,12.0,107307.0,Unreliable
5169,2015,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Female,F,94.0,836709.0,11.2
5170,2015,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Male,M,82.0,840314.0,9.8
5171,2015,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,15.0,239804.0,Unreliable
5172,2015,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,20.0,213977.0,9.3
5173,2015,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Female,F,153.0,1276450.0,12
5174,2015,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Male,M,141.0,1306980.0,10.8
5175,2015,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,28.0,171119.0,16.4
5176,2015,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,36.0,149120.0,24.1
5177,2015,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Female,F,31.0,222996.0,13.9
5178,2015,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Male,M,23.0,258215.0,8.9
5187,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Female,F,20.0,195031.0,10.3
5188,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Male,M,32.0,195201.0,16.4
5189,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,28.0,363830.0,7.7
5190,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,23.0,351754.0,6.5
5191,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Female,F,79.0,544054.0,14.5
5192,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Male,M,64.0,565403.0,11.3
5193,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Female,F,24.0,123656.0,19.4
5194,2015,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Male,M,20.0,121790.0,16.4
5197,2015,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,Asian or Pacific Islander,A-PI,Male,M,10.0,37736.0,Unreliable
5198,2015,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Female,F,30.0,135921.0,22.1
5199,2015,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Male,M,27.0,138789.0,19.5
5206,2015,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Female,F,38.0,369884.0,10.3
5207,2015,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Male,M,46.0,364635.0,12.6
5210,2015,Influenza (J09-J11),GR113-077,Los Angeles,6037.0,White,2106-3,Female,F,25.0,3693376.0,0.7
5211,2015,Influenza (J09-J11),GR113-077,Los Angeles,6037.0,White,2106-3,Male,M,19.0,3689462.0,Unreliable
5212,2015,Influenza (J09-J11),GR113-077,Orange,6059.0,White,2106-3,Female,F,15.0,1191675.0,Unreliable
5213,2015,Influenza (J09-J11),GR113-077,San Diego,6073.0,White,2106-3,Female,F,36.0,1276450.0,2.8
5214,2015,Influenza (J09-J11),GR113-077,San Diego,6073.0,White,2106-3,Male,M,17.0,1306980.0,Unreliable
5215,2015,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,18.0,273107.0,Unreliable
5216,2015,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,21.0,251175.0,8.4
5217,2015,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Female,F,19.0,111239.0,Unreliable
5218,2015,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Male,M,10.0,100303.0,Unreliable
5219,2015,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Female,F,68.0,438695.0,15.5
5220,2015,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Male,M,66.0,440228.0,15
5224,2015,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Female,F,11.0,112442.0,Unreliable
5225,2015,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,White,2106-3,Female,F,53.0,393717.0,13.5
5226,2015,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,White,2106-3,Male,M,39.0,384967.0,10.1
5229,2015,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Female,F,68.0,383859.0,17.7
5230,2015,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Male,M,75.0,383063.0,19.6
5231,2015,Pneumonia (J12-J18),GR113-078,Imperial,6025.0,White,2106-3,Female,F,22.0,81142.0,27.1
5232,2015,Pneumonia (J12-J18),GR113-078,Imperial,6025.0,White,2106-3,Male,M,33.0,82073.0,40.2
5233,2015,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Female,F,39.0,361578.0,10.8
5234,2015,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Male,M,41.0,381233.0,10.8
5236,2015,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,228.0,863808.0,26.4
5237,2015,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,238.0,766423.0,31.1
5238,2015,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Female,F,132.0,516597.0,25.6
5239,2015,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Male,M,91.0,465915.0,19.5
5240,2015,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Female,F,727.0,3693376.0,19.7
5241,2015,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Male,M,653.0,3689462.0,17.7
5253,2015,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,50.0,354856.0,14.1
5254,2015,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,48.0,322362.0,14.9
5255,2015,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Female,F,193.0,1191675.0,16.2
5256,2015,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Male,M,204.0,1182468.0,17.3
5259,2015,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Female,F,137.0,968380.0,14.1
5260,2015,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Male,M,124.0,966935.0,12.8
5261,2015,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,11.0,145000.0,Unreliable
5262,2015,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,11.0,134445.0,Unreliable
5263,2015,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Female,F,97.0,510528.0,19
5264,2015,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Male,M,90.0,492882.0,18.3
5265,2015,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,12.0,85221.0,Unreliable
5266,2015,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,Black or African American,2054-5,Male,M,12.0,107307.0,Unreliable
5267,2015,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,White,2106-3,Female,F,91.0,836709.0,10.9
5268,2015,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,White,2106-3,Male,M,80.0,840314.0,9.5
5269,2015,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,13.0,239804.0,Unreliable
5270,2015,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,16.0,213977.0,Unreliable
5271,2015,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,White,2106-3,Female,F,117.0,1276450.0,9.2
5272,2015,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,White,2106-3,Male,M,124.0,1306980.0,9.5
5273,2015,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,22.0,171119.0,12.9
5274,2015,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,33.0,149120.0,22.1
5275,2015,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,White,2106-3,Female,F,27.0,222996.0,12.1
5276,2015,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,White,2106-3,Male,M,20.0,258215.0,7.7
5285,2015,Pneumonia (J12-J18),GR113-078,Santa Barbara,6083.0,White,2106-3,Female,F,16.0,195031.0,Unreliable
5286,2015,Pneumonia (J12-J18),GR113-078,Santa Barbara,6083.0,White,2106-3,Male,M,28.0,195201.0,14.3
5287,2015,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,24.0,363830.0,6.6
5288,2015,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,22.0,351754.0,6.3
5289,2015,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Female,F,72.0,544054.0,13.2
5290,2015,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Male,M,61.0,565403.0,10.8
5291,2015,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Female,F,21.0,123656.0,17
5292,2015,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Male,M,17.0,121790.0,Unreliable
5295,2015,Pneumonia (J12-J18),GR113-078,Solano,6095.0,Asian or Pacific Islander,A-PI,Male,M,10.0,37736.0,Unreliable
5296,2015,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Female,F,27.0,135921.0,19.9
5297,2015,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Male,M,26.0,138789.0,18.7
5304,2015,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Female,F,34.0,369884.0,9.2
5305,2015,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Male,M,45.0,364635.0,12.3
5307,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,33.0,273107.0,12.1
5308,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,38.0,251175.0,15.1
5309,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Female,F,51.0,111239.0,45.8
5310,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Male,M,38.0,100303.0,37.9
5311,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Female,F,171.0,438695.0,39
5312,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Male,M,136.0,440228.0,30.9
5320,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,12.0,101076.0,Unreliable
5321,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Female,F,20.0,63635.0,31.4
5322,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Male,M,18.0,56650.0,Unreliable
5323,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Female,F,187.0,393717.0,47.5
5324,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Male,M,141.0,384967.0,36.6
5329,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,Black or African American,2054-5,Male,M,10.0,31619.0,Unreliable
5330,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Female,F,138.0,383859.0,36
5331,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Male,M,117.0,383063.0,30.5
5332,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Female,F,30.0,58795.0,51
5333,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Male,M,38.0,58552.0,64.9
5334,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Female,F,23.0,81142.0,28.3
5335,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Male,M,25.0,82073.0,30.5
5336,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,Black or African American,2054-5,Female,F,13.0,28313.0,Unreliable
5337,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Female,F,189.0,361578.0,52.3
5338,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Male,M,165.0,381233.0,43.3
5343,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,126.0,863808.0,14.6
5344,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,181.0,766423.0,23.6
5345,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Black or African American,2054-5,Female,F,186.0,516597.0,36
5346,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Black or African American,2054-5,Male,M,203.0,465915.0,43.6
5347,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,White,2106-3,Female,F,1222.0,3693376.0,33.1
5348,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,White,2106-3,Male,M,1057.0,3689462.0,28.6
5363,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,28.0,354856.0,7.9
5364,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,48.0,322362.0,14.9
5365,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Female,F,514.0,1191675.0,43.1
5366,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Male,M,360.0,1182468.0,30.4
5370,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Asian or Pacific Islander,A-PI,Male,M,15.0,88385.0,Unreliable
5371,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Female,F,26.0,92552.0,28.1
5372,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Male,M,21.0,92690.0,22.7
5373,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Female,F,525.0,968380.0,54.2
5374,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Male,M,483.0,966935.0,50
5375,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,14.0,145000.0,Unreliable
5376,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,27.0,134445.0,20.1
5377,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Female,F,24.0,96185.0,25
5378,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Male,M,22.0,92258.0,23.8
5379,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Female,F,302.0,510528.0,59.2
5380,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Male,M,234.0,492882.0,47.5
5383,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Female,F,11.0,93264.0,Unreliable
5384,2015,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,11.0,85221.0,Unreliable
