,Unnamed: 0,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
1263,2116,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,19.0,306074.0,Unreliable
1264,2117,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,29.0,293725.0,9.9
1265,2118,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Female,F,160.0,530658.0,30.2
1266,2119,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Male,M,144.0,548396.0,26.3
1267,2120,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Female,F,50.0,117947.0,42.4
1268,2121,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Male,M,40.0,117633.0,34
1269,2126,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Female,F,60.0,128352.0,46.7
1270,2127,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Male,M,63.0,131250.0,48
1271,2140,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Female,F,145.0,357204.0,40.6
1272,2141,2009,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Male,M,112.0,355154.0,31.5
1273,2146,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,10.0,223847.0,Unreliable
1274,2147,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Female,F,19.0,416165.0,Unreliable
1275,2148,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Male,M,19.0,416940.0,Unreliable
1276,2150,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Female,F,36.0,376140.0,9.6
1277,2151,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Male,M,35.0,367438.0,9.5
1278,2152,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Female,F,18.0,366115.0,Unreliable
1279,2153,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Male,M,19.0,366321.0,Unreliable
1280,2154,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Los Angeles,6037.0,White,2106-3,Male,M,12.0,3591047.0,Unreliable
1281,2158,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Female,F,44.0,492108.0,8.9
1282,2159,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Male,M,39.0,475970.0,8.2
1283,2160,2009,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Male,M,11.0,803754.0,Unreliable
1284,2161,2009,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Female,F,41.0,1205814.0,3.4
1285,2162,2009,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Male,M,44.0,1227953.0,3.6
1286,2166,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Female,F,12.0,185604.0,Unreliable
1287,2167,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Male,M,14.0,186707.0,Unreliable
1288,2171,2009,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Female,F,14.0,357204.0,Unreliable
1289,2172,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,11.0,223847.0,Unreliable
1290,2173,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,13.0,206944.0,Unreliable
1291,2174,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Female,F,37.0,416165.0,8.9
1292,2175,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Male,M,37.0,416940.0,8.9
1293,2177,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Female,F,34.0,376140.0,9
1294,2178,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Male,M,35.0,367438.0,9.5
1295,2180,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Female,F,29.0,366115.0,7.9
1296,2181,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Male,M,21.0,366321.0,5.7
1297,2182,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Humboldt,6023.0,White,2106-3,Female,F,11.0,58703.0,Unreliable
1298,2183,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Imperial,6025.0,White,2106-3,Male,M,10.0,78814.0,Unreliable
1299,2184,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,26.0,341505.0,7.6
1300,2185,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,27.0,363440.0,7.4
1301,2186,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,17.0,781741.0,Unreliable
1302,2187,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,27.0,695663.0,3.9
1303,2188,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,29.0,513103.0,5.7
1304,2189,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Male,M,20.0,456284.0,4.4
1305,2190,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Female,F,181.0,3585857.0,5
1306,2191,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Male,M,193.0,3591047.0,5.4
1307,2196,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Female,F,78.0,1160283.0,6.7
1308,2197,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Male,M,76.0,1151457.0,6.6
1309,2199,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Female,F,63.0,893141.0,7.1
1310,2200,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Male,M,68.0,891361.0,7.6
1311,2201,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Female,F,36.0,492108.0,7.3
1312,2202,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Male,M,42.0,475970.0,8.8
1313,2203,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Female,F,51.0,801528.0,6.4
1314,2204,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Male,M,40.0,803754.0,5
1315,2205,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,10.0,204944.0,Unreliable
1316,2206,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Female,F,94.0,1205814.0,7.8
1317,2207,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Male,M,100.0,1227953.0,8.1
1318,2208,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,10.0,151679.0,Unreliable
1319,2209,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Female,F,10.0,212388.0,Unreliable
1320,2210,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Male,M,15.0,240387.0,Unreliable
1321,2217,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Female,F,20.0,185604.0,10.8
1322,2218,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Male,M,18.0,186707.0,Unreliable
1323,2219,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Female,F,38.0,530658.0,7.2
1324,2220,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Male,M,39.0,548396.0,7.1
1325,2221,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Cruz,6087.0,White,2106-3,Female,F,10.0,117947.0,Unreliable
1326,2224,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Female,F,17.0,128352.0,Unreliable
1327,2225,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Male,M,19.0,131250.0,Unreliable
1328,2231,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Female,F,33.0,357204.0,9.2
1329,2232,2009,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Male,M,17.0,355154.0,Unreliable
1330,2233,2010,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,25.0,228929.0,10.9
1331,2234,2010,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,24.0,211159.0,11.4
1332,2235,2010,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Female,F,12.0,113551.0,Unreliable
1333,2236,2010,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Male,M,21.0,100934.0,20.8
1334,2237,2010,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Female,F,85.0,416083.0,20.4
1335,2238,2010,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Male,M,50.0,417290.0,12
1336,2241,2010,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Female,F,10.0,93030.0,Unreliable
1337,2242,2010,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Female,F,63.0,377905.0,16.7
1338,2243,2010,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Male,M,39.0,369049.0,10.6
1339,2245,2010,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Female,F,88.0,368224.0,23.9
1340,2246,2010,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Male,M,74.0,368207.0,20.1
1341,2247,2010,Influenza and pneumonia (J09-J18),GR113-076,Humboldt,6023.0,White,2106-3,Female,F,11.0,58874.0,Unreliable
1342,2248,2010,Influenza and pneumonia (J09-J18),GR113-076,Humboldt,6023.0,White,2106-3,Male,M,11.0,59382.0,Unreliable
1343,2249,2010,Influenza and pneumonia (J09-J18),GR113-076,Imperial,6025.0,White,2106-3,Female,F,10.0,78049.0,Unreliable
1344,2250,2010,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Female,F,66.0,344297.0,19.2
1345,2251,2010,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Male,M,55.0,366371.0,15
1346,2252,2010,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,144.0,789365.0,18.2
1347,2253,2010,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,156.0,701348.0,22.2
1348,2254,2010,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Female,F,155.0,513727.0,30.2
1349,2255,2010,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Male,M,93.0,457003.0,20.3
1350,2256,2010,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Female,F,755.0,3592325.0,21
1351,2257,2010,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Male,M,663.0,3595144.0,18.4
1352,2268,2010,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,40.0,305152.0,13.1
1353,2269,2010,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,38.0,279153.0,13.6
1354,2270,2010,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Female,F,248.0,1163832.0,21.3
1355,2271,2010,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Male,M,187.0,1154476.0,16.2
1356,2274,2010,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Female,F,110.0,907888.0,12.1
1357,2275,2010,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Male,M,88.0,905329.0,9.7
1358,2276,2010,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,22.0,126633.0,17.4
1359,2277,2010,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,28.0,117670.0,23.8
1360,2278,2010,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Female,F,120.0,492672.0,24.4
1361,2279,2010,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Male,M,101.0,476412.0,21.2
1362,2280,2010,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Female,F,68.0,807942.0,8.4
1363,2281,2010,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Male,M,59.0,808392.0,7.3
1364,2282,2010,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Female,F,127.0,1215400.0,10.4
1365,2283,2010,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Male,M,136.0,1237941.0,11
1366,2284,2010,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,30.0,152499.0,19.7
1367,2285,2010,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,40.0,132775.0,30.1
1368,2286,2010,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Female,F,42.0,212970.0,19.7
1369,2287,2010,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Male,M,31.0,241853.0,12.8
1370,2296,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Female,F,26.0,186698.0,13.9
1371,2297,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Male,M,25.0,187873.0,13.3
1372,2298,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,17.0,312423.0,Unreliable
1373,2299,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,18.0,298889.0,Unreliable
1374,2300,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Female,F,95.0,532299.0,17.8
1375,2301,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Male,M,100.0,549707.0,18.2
1376,2302,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Female,F,16.0,118660.0,Unreliable
1377,2303,2010,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Male,M,12.0,118474.0,Unreliable
1378,2307,2010,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,Asian or Pacific Islander,A-PI,Male,M,10.0,35023.0,Unreliable
1379,2308,2010,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Female,F,27.0,129084.0,20.9
1380,2309,2010,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Male,M,28.0,131796.0,21.2
1381,2318,2010,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Female,F,36.0,359932.0,10
1382,2319,2010,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Male,M,37.0,357841.0,10.3
1383,2322,2010,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,24.0,228929.0,10.5
1384,2323,2010,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,24.0,211159.0,11.4
1385,2324,2010,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Female,F,12.0,113551.0,Unreliable
1386,2325,2010,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Male,M,21.0,100934.0,20.8
1387,2326,2010,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Female,F,83.0,416083.0,19.9
1388,2327,2010,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Male,M,50.0,417290.0,12
1389,2330,2010,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Female,F,10.0,93030.0,Unreliable
1390,2331,2010,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,White,2106-3,Female,F,62.0,377905.0,16.4
1391,2332,2010,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,White,2106-3,Male,M,39.0,369049.0,10.6
1392,2334,2010,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Female,F,88.0,368224.0,23.9
1393,2335,2010,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Male,M,74.0,368207.0,20.1
1394,2336,2010,Pneumonia (J12-J18),GR113-078,Humboldt,6023.0,White,2106-3,Female,F,11.0,58874.0,Unreliable
1395,2337,2010,Pneumonia (J12-J18),GR113-078,Humboldt,6023.0,White,2106-3,Male,M,11.0,59382.0,Unreliable
1396,2338,2010,Pneumonia (J12-J18),GR113-078,Imperial,6025.0,White,2106-3,Female,F,10.0,78049.0,Unreliable
1397,2339,2010,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Female,F,66.0,344297.0,19.2
1398,2340,2010,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Male,M,55.0,366371.0,15
1399,2341,2010,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,144.0,789365.0,18.2
1400,2342,2010,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,156.0,701348.0,22.2
1401,2343,2010,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Female,F,154.0,513727.0,30
1402,2344,2010,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Male,M,93.0,457003.0,20.3
1403,2345,2010,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Female,F,750.0,3592325.0,20.9
1404,2346,2010,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Male,M,655.0,3595144.0,18.2
1405,2357,2010,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,40.0,305152.0,13.1
1406,2358,2010,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,37.0,279153.0,13.3
1407,2359,2010,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Female,F,246.0,1163832.0,21.1
1408,2360,2010,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Male,M,186.0,1154476.0,16.1
1409,2363,2010,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Female,F,110.0,907888.0,12.1
1410,2364,2010,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Male,M,84.0,905329.0,9.3
1411,2365,2010,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,22.0,126633.0,17.4
1412,2366,2010,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,28.0,117670.0,23.8
1413,2367,2010,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Female,F,120.0,492672.0,24.4
1414,2368,2010,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Male,M,101.0,476412.0,21.2
1415,2369,2010,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,White,2106-3,Female,F,67.0,807942.0,8.3
1416,2370,2010,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,White,2106-3,Male,M,58.0,808392.0,7.2
1417,2371,2010,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,White,2106-3,Female,F,126.0,1215400.0,10.4
1418,2372,2010,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,White,2106-3,Male,M,133.0,1237941.0,10.7
1419,2373,2010,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,28.0,152499.0,18.4
1420,2374,2010,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,40.0,132775.0,30.1
1421,2375,2010,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,White,2106-3,Female,F,42.0,212970.0,19.7
1422,2376,2010,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,White,2106-3,Male,M,31.0,241853.0,12.8
1423,2385,2010,Pneumonia (J12-J18),GR113-078,Santa Barbara,6083.0,White,2106-3,Female,F,26.0,186698.0,13.9
1424,2386,2010,Pneumonia (J12-J18),GR113-078,Santa Barbara,6083.0,White,2106-3,Male,M,25.0,187873.0,13.3
1425,2387,2010,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,17.0,312423.0,Unreliable
1426,2388,2010,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,18.0,298889.0,Unreliable
1427,2389,2010,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Female,F,93.0,532299.0,17.5
1428,2390,2010,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Male,M,98.0,549707.0,17.8
1429,2391,2010,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Female,F,16.0,118660.0,Unreliable
1430,2392,2010,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Male,M,12.0,118474.0,Unreliable
1431,2396,2010,Pneumonia (J12-J18),GR113-078,Solano,6095.0,Asian or Pacific Islander,A-PI,Male,M,10.0,35023.0,Unreliable
1432,2397,2010,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Female,F,27.0,129084.0,20.9
1433,2398,2010,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Male,M,28.0,131796.0,21.2
1434,2407,2010,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Female,F,36.0,359932.0,10
1435,2408,2010,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Male,M,36.0,357841.0,10.1
1436,2411,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,18.0,228929.0,Unreliable
1437,2412,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,23.0,211159.0,10.9
1438,2413,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Female,F,35.0,113551.0,30.8
1439,2414,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Male,M,28.0,100934.0,27.7
1440,2415,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Female,F,166.0,416083.0,39.9
1441,2416,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Male,M,129.0,417290.0,30.9
1442,2423,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,10.0,83545.0,Unreliable
1443,2424,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Female,F,15.0,59975.0,Unreliable
1444,2425,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Male,M,11.0,52370.0,Unreliable
1445,2426,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Female,F,192.0,377905.0,50.8
1446,2427,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Male,M,142.0,369049.0,38.5
1447,2430,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Female,F,137.0,368224.0,37.2
1448,2431,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Male,M,114.0,368207.0,31
1449,2433,2010,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Female,F,46.0,58874.0,78.1
